SampleID	S1209	S1250	S1295	S1210	S1360	S1395	S1183	S1425	S1185	S1294	S1304	S1221	S1332	S1399	S1335	S1181	S1180	S1233	S1380	S1217	S1344	S1416	S1225	S1381	S1356	S1336	S1329	S1428	S1417	S1251	S1232	S1370	S1424	S1421	S1422	S1413	S1281	S1280	S1317	S1410	S1415	S1310	S1315	S1320	S1414	S1278	S1419	S1423	S1292	S1378	S1273	S1334	S1248	S1264	S1255	S1285	S1283	S1387	S1404	S1340	S1275	S1402	S1240	S1330	S1222	S1214	S1384	S1383	S1331	S999	S1007	S991	S990	S1043	S1074	S1026	S1052	S1034	S1016	S1053	S1085	S1120	S1139	S1122	S1151	S1131	S1096	S1127	S1092	S1152	S1123	S1107	S1134	S1124	S1089	S1115	S1083	S1005	S1006	S1015	S1001	S1106	S1088	S1039	S1057	S1013	S1445	S1430	S1446	S1436	S1450	S1454	S1449	S1435	S1462	S1469	S1453	S1455	S1495	S1512	S1515	S1533	S1520	S1511	S1501	S1502	S1493	S1494	S1534	S1492	S1499	S1531	S1470	S1476	S1475	S1487	S1567	S1566	S1474	S1583	S718	S713	S706	S704	S703	S717	S710	S690	S681	S676
VF1046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.554052779	0	0	0	0	0	0	0	0	0	0	0.758850873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.822852599	0.657515274	0	0	0	0	0	0	0	0	0	0.272812825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.200507739	0	0	0	0	0	0	0	0	0	0	0	0	0	0.818330739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.852619367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.816307126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0594	0	0	0	0	0	0	0	0	0	0	4.070618969	1.124402626	0	1.871723733	0	0.275907522	0	0	0.757430627	0	0	0	0	0.686144035	0.231063115	0	0.87287176	0	0	0	0	0	0	0	1.068584131	0.628878106	2.594120055	0	0	0.18751848	0	0	1.033716713	0	0	0.553500804	0.33017423	0	0.583096472	0	0	0	0	3.57810933	1.364754547	0	0	0	0	0	0	0	3.365527396	0	0	2.180660652	0	0	0	1.04186109	0	0.449885151	0	2.107091333	0	0	0	0	0	0.217037333	0	0	1.224344495	0	1.473412138	0	0	0.495551711	0	1.929169076	0	0	0.45817147	0	0	0	0	0.760578192	0.528872178	0	0.267368427	0	0	0	0	0	0	0	0	0.886474058	0	0	0	0	0	0	0	0	0.582071009	0	0	0	0	0	0	0	0	2.938468728	0	0	1.014711423	0	0	0	0	0	0.305245481	0	0	0	0	0	0	0	0	0.093698352	0	0	0	0
VF0705	0	0	1.251814007	0	0	0	0	0.299394696	0.44250437	0	1.48022508	0.864586353	0	0	0	0	0	0	0	0	0	1.411554275	0	0	0	0	0	0	0	0	0	0	0	0	0.809642436	2.910698665	0	0	0	0	0.581952789	0	0	0	1.513726365	0.592749043	0.76164212	0	0.291548236	0	0	4.210862032	0	1.341790999	0	0.381082928	0	0	0	0	0	0	0	0	0	0	0	0	0	0.801117731	0	0	0	0	0	0	0	1.162534453	0	0.217037333	0	0.485679081	0.612172247	0	0.868201311	0	0	0	0	0	0	0	0	0	0	0	0	0	0.406665421	0	0	0	0	0	2.005305507	0	0	0	0	0	1.428046885	0	0	0	0.229387379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.507733371	0	0.757571644	2.797015112	0.500027589	0	0	0.850247411	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF1254	1.450884524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19078389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.267374068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72642106	0	0	0	0	0.39699356	0	0	0	0	0	0	0	1.635506546	0	0	0	0.610490961	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.768051798	0.687329764	0	0	0.503687724	0	4.12664599	6.75066527	0	0	0	0	0	0	0	0	0.583096472	0	0	0	0	0	0	4.95407807	0	0	0	0	0	0	7.572436642	0	0	0	0	0	0	0	0	0	0	9.364093306	0	0	0	0	0	9.115567973	0	1.755061473	12.85561719	1.499138097	0	0	1.480850095	0	7.553721294	0	0	4.085675446	0	0	0	2.39780182	1.199015689	0	0	0	0	1.19114858	0.943328681	0	0	0	0	0	0	0	0	0	0	0	0.802855827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0758	0.660152458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.610503237	0.431600022	0	0	0	1.088834411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48154894	0	0.523672511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.391775842	0	0	0	0	0	0	0	0.337328745	0	0	0	0	0	0	0	0	0	0	0	0	0	4.01780131	0	0	0	0.316942906	0	0	0	0	0	1.412071973	0	0	0.615466407	1.505762758	0	0	0	1.110555261	0	0	0	0	0.972309406	0	0	0	0	0.266870073	0	0	0	0	0	3.516141282	0	0	0	0	0.093698352	0	0	0	0.979416366
VF0650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18751848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0270	0	0	0	0	0	0	0	0	0	0	1.501692432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.564394512	0	0	0	0	0	0	0	0	0	0	0	0.740420508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.612172247	0	0.689761365	0	0	0.64235558	0	0	0	0	0.352301561	0	0	0	0	0	0	0	0.297884445	0	0	1.650806301	0	0	0.74253494	0	0	0	1.390674181	0	0	0	0	0	0	0	0	0	0	0	0	0	0.749492151	0	0	0	0	9.757556592	0	0	0	0	0	0	0	0	0	0	1.192298178	0	0	0	0	0	0	0.434800618	0	0
VF0271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.897283354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.259352755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.430121159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0039	0	0	0	0	0	0	0	0	0	0	0	0	0	0.719611801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0268	0	0	0	0	0	0	0.372516862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33377445	0	0	0.718707862	0	0	0	0	0	0	0	0	0	0	0	0	0.211383284	0	0	0	0	0.438250043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166944487	0	0	0	0	0.261353089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.484533328	0	0.293329343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.102410107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.80468898	0	0	0	0	0.222198343	0	0	0	0	0	0	0	0	0.820437424	0	0	0	0	0	0
VF0048	2.757817058	0	0	0.638134613	0	0	7.605957865	14.07155072	3.097530587	0	0	0.864586353	0	12.23340061	1.211102984	0.668763499	6.845592582	0	0	0	0	3.528885687	0	2.058432106	0	27.43770584	11.3827631	2.514683842	2.271827629	0	0	0	3.663019424	20.71680104	0	0	0	0	3.782758824	0.375036959	0.559160905	0	3.974276397	0.736357899	4.036603639	0	42.65195873	0	0	0	0	27.37060321	4.910630856	0	4.722300165	0.952707321	1.44464682	0	4.375331686	1.234024379	6.191398426	1.840275317	0	0	0	0	1.354692692	0	0.328595679	3.204470924	1.002538693	0.449885151	2.301615169	1.672159519	0	16.95041968	0	3.516439071	0.534298273	0	0	0	3.979119608	2.798652061	0	0	0.732692149	1.524177326	0	0	2.327784134	0	0	0	0	0	2.258720155	0	9.963302821	0.763053932	6.951579112	0	1.777053898	0	0	3.019243222	0	0	0	4.879749724	3.97213041	0	0	0	0	1.87206285	2.949497593	1.010564057	2.685429435	2.461865628	3.888992797	0	3.832441958	2.778342288	0	2.79983149	2.527794866	0	0	2.030933485	1.764324806	0	0.699253778	9.500524182	90.20208464	0	1.220981922	13.14149847	0	27.26160331	9.357440441	0	2.856568067	3.941527052	0	4.029029156	1.043387275	1.6438415	0.259597172	0
VF1250	0	238.0957532	1.636330255	0	0	0	0.633485237	0	0	1.255834217	18.19759327	0	8.346100538	1.018895821	0	0	1.971786058	0	0	0	0	1.223134134	12.09602616	17.17821355	2.917549507	6.958355378	6.193160178	2.869772698	1.703870722	0.722756236	8.528240827	4.054402845	0	6.201934424	13.89647721	5.947196088	20.25474998	47.65667943	11.67822206	0.796520271	1.699960372	3.912742483	0	20.33696838	0	3.615659598	0	0	0.80699032	3.979761962	0	3.638656091	2.190929245	0.292324205	0	0	7.158547474	0	0	0	0	0	0	0	0	13.04556605	0	6.408218495	0	3.753366804	0	0	7.429196837	1.467024103	3.9559401	0.543992856	0	4.616691837	0	0.307302397	2.671791627	0	0	0.914576569	0.40916537	0	2.053636503	2.116646658	0	4.235248403	0	6.421759511	0	0	0	2.952242343	1.066037978	0.248550723	8.29987554	0	38.17443224	0	0	0	0	0.807521057	0	0	1.563457447	7.274097486	4.009790388	2.312386381	0	0	0	0	0	0	0.585050895	1.017725168	0	13.74960917	0.904390185	1.513120619	0.952491019	0	0.550708438	0	7.631662813	0.718897897	6.544052055	0.9514893	0	2.268073014	3.020827069	0	0.432196004	0	0	0	0	0	1.237630735	0	0	1.271919007	0	0	0.169668459	0
VF0038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.324758799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90144548	0	0	0	0	0	0	0	0	10.11952142	0	0	0	1.655054338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.15466743	0	0	0	0	0	3.69926243	0	0	0	0	11.69680055	0	0	0	0	0.234245881	0	0	0	0
VF0049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0903	0	0	0	0	0	0	0	0	0.122633266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.313342061	0.69690587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.453635219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.594642926	0	0	0	0	0	0	0	0	0.269196944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.201629446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.387965073	0	0	0	0	0.244477714	0	0	0	0	0	0.338376321	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.596148695	0	0	0	0	0	0	0	0.462126229	0	0	0	0	0	0	0	0	0	0	0	1.232667083	0	0.343887166	0.562555439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.415390404	0	0	0	0.418592211	0	0	0	0.668863808	0	0	0	0	0	0.434074665	5.676453974	1.256858703	0.306086124	5.259754929	0	0	2.249562922	0	3.0135203	0	1.163892067	2.112676904	0	5.814460605	1.372622093	8.876979867	11.80836767	1.521156384	0	0	0	11.81595573	0	0	0	0	0	0	0	0	0	0	0	1.584777957	0.11469369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.166490343	1.747708578	0	0	0	0	0	0	0
VF0915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.448111931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0944	0	0	0	0	0	0	0	0	0	0	0.37005627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.943336912	0	0.248976908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.789407401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.858843375	0	0	1.484603517	0	0	2.104922433	0	1.437807654	0	0	1.924161119	0	5.212487938	0.845199778	0.752834645	1.410089355	1.521156384	0	0	0	2.738492715	4.392752841	0	0	0	0	0	0	0	0	0	0	0	0.688162137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.643985882	1.337488471	0	0	0	0	1.6438415	0	0
VF0334	0	0	0	0	0	0	0	0	0	0	0	0.864586353	0	0	0	0	0	0	0.712662363	0	0	0	0	0	0	0	0	0	0	0	0	0	122.5153962	0	0	0	0.475153691	0	43.4968213	56.82232416	0	0	0	0	0	0	0	14.05540199	6.381497036	0	0	0	0	0	0	51.75339233	0	0	0	0	0	0	135.0265075	0	0	3.049041402	0	0	0	0	0	0	0	119.4047199	0	0	0	0	0	124.650958	0	0.709981252	116.6913993	1.555800187	0	0	6.112010227	0	3.765897915	0	0.581946034	1.389880536	0	4.377619997	6.647784891	3.941263326	11.46531959	0	0	0	0	4.430086847	2.324187541	0	0.396148038	0	0	0	0	0	0	0	0	0	21.69668244	0	0	0	0	0	0.432110311	0	0.638740326	0	0	0	0	0	1.522691997	0	0	0	0	0	0	0	0.305245481	0	0	0	0	1.301565134	3.142066717	0	0	0	0	6.028015386	0	2.198784757
VF1194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.163892067	1.445007272	0	1.669661176	0.686311047	0.752834645	0	0	0	0	0	2.504915395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.839766823	0	0	0	0	0	0	0	0	0	0	0	1.221006475	0	0	0	0	0	0.343887166	4.066095597	0	0	0.26495176	0	0	0	0	0	0.291548236	0	0	0	0	0	0	1.419016464	0	0	0	0	0	0	0.841381849	0	0	0	0	0	0	0	0	0	0	3.159473289	0	0.941689982	0	0.502348439	0	4.84901619	0	0	5.171193042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.364231968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.643985882	0	0	0	0	0	0	0	0
VF0269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.704603123	0	0	0	0	1.521156384	0	0	0	0	0	0	0	0	0	0	0	0	0.331010868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.015466743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.559160905	0	0	0	0	0	0	0	0	0	0	0	0	1.341790999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.85522427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0244	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6179626	0	2.153613399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29761703	0	0	0.322060887	0.960352585	0	0	0	0	0	0.872074535	0	0	0	0	0	0.468552969	1.536340665	0	0.654505657	0	0	0	0	0	0	0	0	0	2.808945168	0	0	0	0.687955361	2.754958347	0	0	0	0	0	0	0	0	0	0	0	0.525699486	0	2.108210806	0	0	0	0	2.500383303	0	0	0	0	0	0	0	0	0.349221651	1.965804861	0.918404553	0	0	1.681860742	0	0	0	0	0	1.026234544	0	0	0	0	0	0	0	0	0	0	0	0	0	1.908708693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.445855233	0
VF0359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF1107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.570466049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.513726365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.328595679	0	0.200507739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.267368427	1.111842343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.842598289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF1026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.687976434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0045	0	0	0	0.638134613	0	0	0	0	0	0	0	2.161465883	0	0	0.605551492	0	2.360452593	0	0	0	0	0	0	0	0	0.301513251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.118321809	0.62627032	0.794855279	0	0	0.425603099	0	0	0	0	0	0	0	0.447263666	0	0	0	0	0	0	0	0	0	0	0	1.090330326	0.903128462	0.721770569	0	0.400558865	1.203046432	0.449885151	0	0	0	0	0	0	0.267149137	0	0	0	0.918258371	0	2.045826849	0	0	0.381044332	0.67760909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.104217335	0.153797247	0	0	0	0	0	0	0	0	0	0	0	0	0	0.286820781	0	0	0	0	0	0.787297937	0	0	0.699253778	0	0	0	0	1.642687309	0	0	0	0	0	0.985381763	0	0	0	0	0.259597172	0
VF1258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.628878106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0658	0	0	0	0	1.557286992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
